scene_path,scene_token,expected_ids,num_detected,all_predicted_ids,true_positives,false_positives,precision,recall,error
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_11.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_12.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_13.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_14.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_15.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_16.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_17.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_18.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_19.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_20.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_21.JPG,AB,"['A', 'B']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_22.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_23.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_24.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_25.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_26.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_27.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_28.JPG,AB,"['A', 'B']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_29.JPG,AB,"['A', 'B']",4,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_3_eo_30.JPG,AB,"['A', 'B']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_00.JPG,AB,"['A', 'B']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_01.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_02.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_03.JPG,AB,"['A', 'B']",1,[np.str_('C')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_04.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_05.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_06.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_07.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_08.JPG,AB,"['A', 'B']",1,[np.str_('C')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_09.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_10.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_11.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_12.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_13.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_14.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_15.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_16.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_17.JPG,AB,"['A', 'B']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_18.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_19.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_20.JPG,AB,"['A', 'B']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_21.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_22.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_23.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_24.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_25.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_26.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_27.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_28.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_29.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_4_eo_30.JPG,AB,"['A', 'B']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_00.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_01.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_02.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_03.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_04.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_05.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_06.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_07.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_08.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_09.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_10.JPG,AB,"['A', 'B']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_11.JPG,AB,"['A', 'B']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_12.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_13.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_14.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_15.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_16.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_17.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_18.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_19.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_20.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_21.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_22.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_23.JPG,AB,"['A', 'B']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_24.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_25.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_26.JPG,AB,"['A', 'B']",2,[np.str_('C')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_27.JPG,AB,"['A', 'B']",3,[np.str_('C')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_28.JPG,AB,"['A', 'B']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_29.JPG,AB,"['A', 'B']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/ab_gp_5_eo_30.JPG,AB,"['A', 'B']",2,[np.str_('K')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_00.JPG,CD,"['C', 'D']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_01.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_02.JPG,CD,"['C', 'D']",1,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_03.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_04.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_05.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_06.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_07.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_08.JPG,CD,"['C', 'D']",0,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_09.JPG,CD,"['C', 'D']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_10.JPG,CD,"['C', 'D']",1,[np.str_('D')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_11.JPG,CD,"['C', 'D']",2,[np.str_('D')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_12.JPG,CD,"['C', 'D']",4,[np.str_('C')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_13.JPG,CD,"['C', 'D']",2,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_14.JPG,CD,"['C', 'D']",3,[np.str_('C')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_15.JPG,CD,"['C', 'D']",2,[np.str_('C')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_16.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_17.JPG,CD,"['C', 'D']",4,[np.str_('C')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_18.JPG,CD,"['C', 'D']",1,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_19.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_20.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_21.JPG,CD,"['C', 'D']",4,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_22.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_23.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_24.JPG,CD,"['C', 'D']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_25.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_26.JPG,CD,"['C', 'D']",3,[np.str_('C')],1,0,1.0,0.5,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_27.JPG,CD,"['C', 'D']",4,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_28.JPG,CD,"['C', 'D']",3,[np.str_('I')],0,1,0.0,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_29.JPG,CD,"['C', 'D']",2,[],0,0,,0.0,
/Users/shamiul/Documents/GitHub/AI-Computer-Vision-Project/open_data_set/photos_all/cd_gp_0_eo_30.JPG,CD,"['C', 'D']",3,[np.str_('I')],0,1,0.0,0.0,
